ID,TITLE  BODY,CLASS
20151105125644AA5LsYC,Is a non somker better at holding there breath?  ,Particulares
20151105180852AAr2PTL,How much do photographers make a month?  How much would a photographer just starting out  make a month?,Particulares
20151105181135AAY45s4,What kind of lizard can be held the most often?  I want a pet lizard that can almost live outside of a cage and be held regularly that's about the size of a bearded dragon.,Particulares
20151105200736AAXGFBM,Can a Daith Piercing really help with Migraines?  Today I read an article about a woman with chronic migraines who ended up getting a diath pieecing  and she claimed that now that she has the earring her headaches are completely relieved. That sounded crazy to me  so I did so me research. Apparently the piercing causes an acupuncture like pressure on a nerve near your head that helps increase the blood flow  making headaches less frequent or less painfull. I have been suffering from chronic migraines for a very long time  and the medications I have been given won t help at all and I m sick of trying new prescriptions. I would like to know if anyone who has a daith piercing has experienced less migraines/headaches  should I get this piercing  if I do would I get it on both ears or would it just be a waste of money?,Particulares
20151106045916AAQKkvu,Weekly Salary Œ£6.15 per hour up to 16 hours per week?  Hi  I've recently just started a job as bar staff in JD Wetherspoon (UK)  I'm 18 and my hourly rate is Œ£6.15  I will be working up to 16 hours per week and I'm paid weekly. How much is my weekly income? Also  do I need to declare this for tax purposes? Thanks,Particulares
20151106083509AAMRDH0,Why isnäó»t September 11th considered a holiday?  9/11 should be considered a holiday! Why isnäó»t that a holiday? September 11th was a really emotional day and I think it should be considered a holiday!,Particulares
20151106094124AAd57UL,Where do homeless people leave their possessions  say if they've got a job interview?  Asking out of self interest  I dont want to leave y tent and everything else and have to buy afresh. Thanks,Particulares
20151106094933AAonFs3,Second Devil who helped start fire at newman enterprises?  According to Celeb dirty laundry.com there may have been a second devil working with Ian Ward. Any thoughts on who? Im guessing Joe Clark even thiugh they showed him with Lily and the kids. Who else cpuld have knocked Cane out? Why would Ian knock out Cane?,Particulares
20151106120423AAvMQGz,Mailing something through USPS?  I ordered a dress and its unsuitable and I have to return it online. The company I ordered it from require me to ship it back using USPS Mail or priority mail. Im not familiar with the US postal service as I live abroad but work in the US frequently so can anyone please explain to me what to do. Ive gone to FED EX a few times and they box it up for you and label it correctly but would the USPS do this too?,Particulares
20151106175338AAoYyzP,After an MRI  they found a 1.5 cm growth on my thyroid. Should I be worried?  ,Particulares
20151106200428AAEK7vy,What do i feed an injured bird?  So today while walking to the mailbox i found an injured bird and its qing and left leg is broken i called a vet and they said that there isnt much that they can do for it. I have it in a crate with a towel to keep warm. Ive been feeding it small bits if bread and water. But is there something elae that i should be feeding it. How do i keep it warm. I want to nuture it back to health. Help please.,Particulares
20151106222846AA4RkF7,How come when I get goldfish from a carnival   they keep dying on me?  What am I doing wrong? I've had 4 die already and it makes me feel extremely bad. I've cleaned the water frequently   the tank is small like the ones you buy at a carnival.,Particulares
20151107051647AAP6Zbu,If heir to deceased person appears and whats beneficiary of life inurance to sign some paper work  does she inherit life policies?  ,Particulares
20151107075320AA29sI5,Will the insurance make a check out to me or the bank?  I was in accident on Monday I was rear ended by the other driver. The lady s insurance says my car is a total loss I m still making payments on the car. They only giving me 10.000 I owe 15.000. That means I m with out a car and still have to make payments.this ladies insurance sucks. I m losing my mind I don t know I how I will get back and fourth to work. Did I mention my insurance overlapped I was going to make my payment on Friday but never got a chance help me,Particulares
20151107091842AAXUNCb,Can I bring my meds in my carry on or no ...?!? ???????????????  So a while back in July I had a random attack of vertigo horrible. Went to the hospital and they prescribed me valium and Melcizine ... I do NOT take them everyday I just keep them for emergencies ... I am going on a plane soon and thinking about bringing my Melcizine but I don't know if I'm allowed to or not ??? Before I heard I could get arrested if my valium was not in it's case !!!!???????? so I don't know if will bring that one,Particulares
20151107140649AAdOXe7,Do the Rothschild family own half the wealth of the world?  ,Particulares
20151107142921AAmKLtD,Where can you buy balloons at a cheap price?  ,Particulares
20151107171319AAdEZ26,McDonalds interview question?  So I've worked at McDonald's for about 1.5 years and Im a crew trainer. However  I'm moving out of state soon. If I apply at another McDonald's  will i need to get interviewed again and everything?,Particulares
20151107203037AAvPyEY,If my mom is approved for medicaid  they would take all her social security money to pay for Nursing skill facility. Is that normal?  Is that true? We need alternative because my dad is going to need some of her money including his to pay the mortgage and the house he lives in for years.,Particulares
20151107232614AAxDPOb,Did Helen Keller really exist?!???!?!?!?!?! or was she a GHOST?  ,Particulares
20151107233229AAU7uIj,Why do we need high voltage power lines for what? it kills lot of people from electrocutions  why did they make a power lines...?  ,Particulares
20151108104624AAiYoNN,How can I save the battery on my laser pointer?  I got my green laser pointer acouole days ago and I wondering how to.save the battery on it. When Im not using it I lock where it wont turn on and I take the battery out. Would just locking it so it doesnt turn good enough to save the battery? Does that stop the power in it?,Particulares
20151108140711AAAQCQs,How can I be a sandwich artist at subway?  and how much do sandwich artists get paid,Particulares
20151108145351AAfAwXy,If You Don't Get A Call From Your Doctor  Does It Mean Your Blood Test Results Are Normal?  ,Particulares
20151108145626AALu9eN,How can I find out how much is a ticket for riding a bicycle on the side walk. It is not on the ticketed.?  ,Particulares
20151108164854AASmkPn,My ancestors on census?  In 1910 my great grandmother list herself as black on census  but then in 1920 she put that she was blanco and white on all census following some of her slibings. She was Puerto Rican... What does it mean?,Particulares
20151108183438AAVTGqR,What does it mean when a betta fish blows bubbles and leaves them at the top of the water?  ,Particulares
20151108184412AAHG6x7,Can you extend a 15 storey commercial building to 30 storey without demolishing it?  I am new to the industry but can I build 15 storey on top of 15 storey. What should I do if I want to do it.,Particulares
20151108211919AAfDWvI,How do I stop my kitchen cabinet from squeaking really loudly when opening and closing?  Its one of my moms and we can't figure out how to stop it. Looking for a simple fix. Extremely loud and annoying. Would wd 40 work on hinges  or does it require more work?,Particulares
20151109003821AAtm5KU,"Parking ticket for parking on 'double yellows' which were nowhere to be seen?!?  So I have been parking at the back of Media City in Manchester for the past year and a half as a student and last week returned to my car to find I had a ticket (for parking on double yellow lines)!? There are no visible lines around my car as you can see on the photographs. I also found this which is a forum of other people who have recently had this issue: http://forums.pepipoo.com/index.php?showtopic=99780 Is it worth the appeal? What should I even say? "Should have gone to Supersavers." (Haha.) Should I email or call them by phone? THANK YOU :-) Parking ticket for parking on 'double yellows' which were nowhere around my car?!""arking ticket for parking on 'double yellows' which were nowhere to be seen?!?  So I have been parking at the back of Media City in Manchester for the past year and a half as ",Particulares
20151109020047AAFQcSO,CURRENT EVENTS: Do you believe the homosexual  Seann Miley Moore was voted off the X Factor due to his sexual orientation?  I believe he was a better singer than the ones who got through so doesn't this show that the public are still offended by gay behaviour?,Particulares
20151109052704AAvKuqd,Can I make D1 basketball?  I have been cut freshman  sophomore  and junior year of highschool. If I made senior year and had a crazy season would an D1 schools want me? I'm only 5'8 (5'9 or 10 win shoes). What if I have great athletic ability by then? Thanks,Particulares
20151109082011AAQZp9k,Why do I keep waking up around 3am-4am every morning?  I can't tell you how long it been since I've gotten a good night's sleep because it's been forever. For a while now I've been waking up at 3am-4am and idk why. Yes a lot of stuff has happened like with my ex and with school and work but I didn't think it was stressing me out that much to mess up my sleep pattern. Does anyone know why this is happening and a solution?,Particulares
20151109090012AA756sU,Horse Question!?  About two months ago my horse was seriously hurt. She got stung by wasps around 30-40 times. (We called the vet and got her taken care of.) Last weekend I had a gaming show to go to. It was a muggy 50 degree day so all the gnats hatched out and were swarming. While my horse was tied up  I noticed she was throwing her head like she was trying to aviod/get something off. She began to slightly pull back (she was tied to the trailer) and was going pretty crazy. I noticed then that she had gnats all around her and she was trying to get away from them. Usually  she never cares. Ever. So  with her experience with the wasps  were the gnats reminding her of what the wasps did? Is it like post traumatic for her?,Particulares
20151109112305AAgNokc,What is batmans answer to everything?  ,Particulares
20151109115859AAdhpPY,"Are there any card games with a "traitor" aspect to it?  Like one or more players are traitors  but no one else knows. Has this been done? I already know it's been done in board game form.""re there any card games with a "traitor" aspect to it?  Like one or more players are traitors  but no one else knows. Has this been done? I already know it""e there any card games with a "traitor" aspect to it?  Like one or more players are traitors  but no one else knows. Has th"" there any card games with a "traitor" aspect to it?  Like one or more players are traitors ""there any card games with a "traitor" aspect to it?  Like one ""here any card games with a "trait""ere a",Particulares
20151109122939AA1LHWT,What things do i have to buy for a tortoise?  ,Particulares
20151109123332AATg7uq,Don't all dictators need scapegoats?  ,Particulares
20151109223445AAQIo4j,Has anyone ever had male family diagnosis with Prostrate cancer early stages? also how fast does this lead to the death of a person?  ,Particulares
20151109223936AA1unA0,Would it be worth it to trade for tony romo? Will he be productive for my fantasy team?  ,Particulares
20151110040204AAaS3WJ,Hi I live in Mumbai and want to rent a dress (party western dress). Any physical stores in Andheri/ Bandra regions or otherwise that do so?  ,Particulares
20151110071649AAtyWnU,If you're dreaming about someone  does it mean they're dreaming about you too??  please reply!!!,Particulares
20151110121213AA5S7a8,How can I get rid of a pimple OVERNIGHT? (IMPORTANT  10 points!)?  So I'm going to an interview for a college I want to go to  and I have this GIANT pimple RIGHT ON MY NOSE and it hasn't gone down in 2 days. it's nine pm  and I'm leaving at 8 am tomorrow - how do I get rid of this?!,Particulares
20151110141721AA38TT1,My girlfriend wants a 16gb ram desktop for good gaming performance instead of 8gb RAM. I told her for good performance  focus on GPU + CPU?  Isn't 8gb sufficient for most gaming these days  especially with how Windows 10 operates...I heard it utilizes RAM differently to give it less burden. Anyways  what is your suggestion when looking for a gaming desktop for a gamer and aspiring streamer who wants performance. Internet performance is taken care of. What specs for a computer should we look for for good performance for streamer/gamer?,Particulares
20151110154504AA3hfZc,What is the price of dinner for 12 persons at Boston Markets?  ,Particulares
20151110173410AABpLW4,Is poo a word in scrabble?  ,Particulares
20151112014614AA86MQj,Average cost to renew leather on 3 seater 2 seater suite?  ,Particulares
20151112093646AAD7vS5,Why Israel doesn't rebuild its Temple?  The one from the time of Jesus It would be very cheap and fast  they put some metal detectors in the entrances  some missile jamming system  instead of trying to keep spreading in palestinian territory,Particulares
20151112141104AA8cgOs,If there is no caN OPENER WHAT HAPPENS?  ,Particulares
20151113185603AAMcyvf,Need a new psu!?  I need a new psu because I'm getting the gtx 750 Ti  can anyon suggest a psu I can get,Particulares
20151114180304AArV0ZA,"In magic the gathering there is a card called extinction. It reads "destroy all creatures of any creature type of your choice."?  Would the effect of this card be limited to creatures on the field? Or would it destroy creatures of this type in the deck as well?""n magic the gathering there is a card called extinction. It reads "destroy all creatures of any creature type of your choice."?  Would the effect of this card be limited to creatures on the fie"" magic the gathering there is a card called extinction. It reads "destroy all creatures of any creature type of your choice."?""magic the gathering there is a card called extinction. It re",Particulares
20151114233813AAoMYRB,Which Mumbai local train route is better to travel from Vashi to Dahanu Road.?  ,Particulares
20151115190249AA8UGlk,How Much Does Fogo De Chao Cost?  I live in a state that has Fogo De Chao in its city  and I heard that they have some of the best meat of all time  now I really want to try it  but one of my friends has dined there previously and he said it was very expensive. How much does Fogo De Chao's food cost?,Particulares
20151116073943AAr9cPB,Can you socialise in London without spending money?  I'm unemployed on full time education,Particulares
20151116135754AAzrTCz,My baby brother has speech impariment  and I was wondering if it's curable and if it's possible that he'll talk normally if he takes therapy?  So I was wondering about that  he's my first brother and I'm really worried. He was almost diagnosed with autism when he was about 2 but when we went to a neurologist they disproved that he has autism. So I was wondering  because he was diagnosed with speech impairment  if he will be able to talk normally.,Particulares
20151118104802AApAscy,I am planning a December shopping trip to Chicago.?  I am planning a December trip to Chicago? Can someone please tell me when all the downtown christmas lights and decorations will be up and ready to see and enjoy. Also when will the ice skating rink at Millennium Park be open for the season Thanks for the advice on the sales tax. Where I live the taxes are 8.75% so another penny on the dollar is not going to matter to me. I mainly want to visit Chicago for the Christmas holiday season holiday downtown. Thanks for your answers. THANKS Sarah and thanks for all the others who provided a real answer to me question. I will be visiting State Street  Millennium Park  Maggie Daley Park and the Magnificent Mile! Merry Christmas and Happy Holidays  one and all.,Particulares
20151119085045AAlOO8j,The future?  in the future there will probably be eco-cities. anyone got any ideas on what they are? pls don't copy and paste,Particulares
20151119113503AACPL1z,What is the name of the printed circuit board?  ,Particulares
20151119133718AAlhQts,How do lottery winners receive their money?  Do they get a check in the mail? Is it wired? What?,Particulares
20151120004753AAzUIgp,Hello everyone  I have a MacBook pro 2015 retina display and I have cracked the screen  the screen is all messed up I don t know what to do?  ,Particulares
20151120102202AAO43VN,Is there a form of unlimited or easily renewable fuel source?  In a perfect world (every country has the money to pay for such fuel) what would that be? This is for a utopia project,Particulares
20151120132825AAogPj8,When i send email it goes to outbox?  ,Particulares
20151120162143AA7auYY,What is going on with that shrink on Y&R?  Why steal that baby and give it to Sharon? How can a woman be convinced she had a baby and forgot about what it's like?,Particulares
20151121033639AAwLaIJ,Brain tumor?  Here are my symptoms Occasional tingle in fingers on both hands and back of head Occasional head ache Pain when I shake head Occasional twitch anywhere Runny nose Tenderness under eyes and left eyebrow Btw the headaches are in different places and I've had the tingling and twitches for months now Is it a tumor,Particulares
20151121160803AAFeQ40,"Can you find a wife in China?  Can a white Canadian man go to China and easily find a wife to bring back home? Like Can I go to a park with a sign saying "Canadian wants a wife" and get results?""an you find a wife in China?  Can a whi",Particulares
20151122045604AAsFeFb,My partner wants to separate because I started running and practising to take part in marathon?  I work 9 hours a day and stay home with my partner for the remaining time . I practice running thrice a week and intend to take part in marathon for charity. We have been married since a year now and we are finally settling down from transfer of job to another city. My partner feels I am not giving her time and feels that I am stealing away time from her where I practise running thrice a week for an hour. Apparently she is okay with me practising for a marathon provided it's the only one I run in my life because me taking part in a marathon would keep me away from her for atleast 3 hours and she would not come to the venue to support me either.She does not want me to take part in the upcoming competitions next year or she wants a divorce and she is ready to leave .,Particulares
20150930152327AAhyqAC,Nobody really knows. Though it has been speculated more than enough times  that the first humans orginated from the continent of ?  of whats known today as Africa. EAST AFrica to be more precise unless historicans wanna correct me. This is going by the most aged fossil fuels of human skulls  bones found to date. And the oldest ones were estimated to be over 150 000 years old and were found in East Africa. My question to you all then  is this: Was mass migration possible back then despite no evidence readily available to us that neandertals were capable of it ? could they have been ?,Otros
20151004162551AASzZqi,Need advice for sudical thoughts?  ,Otros
20151105190143AAqgsQ6,Iwant to creat ID facebook?  ,Otros
20151122180458AAGUnGG,Do Roger Federer and Novak Djokovic know each other?  ,Otros
20130314221330AAi8n6H,Do you live in denver colorado?  I am looking to relocate from virginia to colorado within the next two years  I was wondering what life is like in denver colorado? What are the best suburbs to live in? weather year round? malls/places of entertainment? and how things work now since recreational use of marijuana was legalized?,Opiniones
20150915080939AAipZb9,Were the soldiers really spit on and called cruel names during the Vietnam War?  It seems horrible to me. Why did the public hate Vietnam soldiers just for fighting yet have no issue with WW2 bombings (Dresden  atokyo  Atomic Bombs)? Our brave soldiers were protecting us from the Viet Cong.,Opiniones
20150923172632AAyAing,Why is Victoria's Secret PINK so expensive when the clothes are so casual?  I can understand $70 for a leather jacket but $70 for a basic hoodie ???? Wtf??,Opiniones
20151001115330AAnXlYz,Do muslim parents know that their kids masturbate?  I am muslim and I masturbate  I know its haram but I am 14 years old  let my body cool down first  so to muslim parents  do you know if your childrens masturbate?,Opiniones
20151013134238AASJRv7,"Are CONS still supporting Bristol Palin's sexual abstinence campaign?  I guess she showed off her latest "baby bump" photo. http://news.yahoo.com/bristol-palin-reve... Oh  and do you want YOUR teenager listening to her?""re CONS still supporting Bristol Palin's sexual abstinence campaign?  I guess she showed off her latest "baby bum""e CONS s",Opiniones
20151015124641AABfRdu,Travelling Australia.. Where to start and how to plan?  I am planning on travelling/living/working in Australia for 6 months to a year  maybe longer who knows. I have never travelled before so I really don t know where to start or how to plan. All I know is I want to go in September next year  travel for around 3 months and end up in Perth as I have friends over there. How much will I need? Where is best to start the travels  how do I get from place to place and are there any places you would recommend?? any help would be greatly appreciated! :) thanks,Opiniones
20151019011138AAIvlpe,I'm sick and forced to school tomorrow?  I've been sneezing and coughing like crazy and my mom is still forcing me to school tomorrow  is there any way I can convince her not to let me go?,Opiniones
20151021134606AAiOUiR,"Is Halloween 2: Season of the Witch required to watch?  I want to watch all original Halloween movies back to back  but is the 2nd one "Season of the Witch" required to watch (if I want to understand the rest of the movies) if Michael Myers isnt in it? Can I skip this one or no? Sorry  I meant Halloween 3: Season of the Witch. The 3rd one.""s Halloween 2: Season of the Witch required to watch?  I want to watch all original Halloween movies back to back  but is the 2nd one "Season of the Witch" required to watch (if I want to understand the re"" Halloween 2: Season of the Witch required to watch?  I want to watch ",Opiniones
20151022010213AAdOMrI,Which Game should i download?????  Ive been searching for a proper first person shooting game all over the web for over a week. ive tried searching low spe mid spec etc............ Couldnt find one......... So my system requirements are.......... RAM:2 gigs Video Memory:830 mb Ati raedon xpress 200 series Proessor:2.66 ghz My pc is intel dual core So yeah............ I need games between this requirements...... And im thinking to download the game so it should be less that 2 gb space. THNX!!!!!!!!!!!!,Opiniones
20151022190156AAXHTgA,How are you in spanish?  ,Opiniones
20151022213803AAaHy20,"Should I report this to the school board? 4th grader daughter is being taught this in school?  Should I report this to the board? Daughter being taught that "whip/naenae" crap in school by teachers? shes only in 4th grade. Theyre making her watch the video choreography at home and practice if. its a song trend made by teenagers....what has this generation come to? it's not a dance class or anything  its for fun but i dont agree with it. Stupid dance and song that has become very popular this year. They don't teach children to do the ChaCha slide  humpty dance  running man  robocop  cabbage patch  and all that cool stuff from back in the day? (I'm 43 by the way)....this is just sad. I've also heard their teaching them this "hit the quan" dance next. Next thing is twerking like miley cyrus and all this justin bieber swag crap. I didnt know these dancss until I googled them and I'm so dissapointed in this generation's education system. This is just disgusting. they told the children (my daughter included) to practice these dances by next wednesday. I don't condemn this and agree. Should I report this stupid crap? This is why i didnt want to raise kids in this screwed up generation.""hould I report this to the school board? 4th grader daughter is being taught this in school?  Should I report this to the board? Daughter being taught that "whip/naenae" crap in school by teachers? shes only in 4th grade. Theyre making her watch the video choreography at home and practice if. its a song trend made by teenagers....what has this generation come to? it's not a dance class or anything  its for fun but i dont agree with it. Stupid dance and song that has become very popular this year. They don't teach children to do the ChaCha slide  humpty dance  running man  robocop  cabbage patch  and all that cool stuff from back in the day? (I'm 43 by the way)....this is just sad. I've also heard their teaching them this "hit the quan" dance next. Next thing is twerking like miley cyrus and all this justin bieber swag crap. I didnt know these dancss until I googled them and I'm so dissapointed in this generation's education system. This is just disgusting. they told the children (my daughter included) to practice these danc""ould I report this to the school board? 4th grader daughter is being taught this in school?  Should I report this to the board? Daughter being taught that "whip/naenae" crap in school by teachers? shes only in 4th grade. Theyre making her watch the video choreography at home and practice if. its a song trend made by teenagers....what has this generation come to? it's not a dance class or anything  its for fun but i dont agree with it. Stupid dance and song that has become very popular this year. They don't teach children to do the ChaCha slide  humpty dance  running man  robocop  cabbage patch  and all that cool stuff from back in the day? (I'm 43 by the way)....this is just sad. I've also heard their teaching them this "hit the quan" dance next. Next thing is twerking like miley cyrus and all this justin bieber swag crap. I didnt know these dancss until I googled them ""uld I report this to the school board? 4th grader daughter is being taught this in school?  Should I report this to the board? Daughter being taught that "whip/naenae" crap in school by teachers? shes only in 4th grade. Theyre making her watch the video choreography at home and practice if. its a song trend made by teenagers....what has this generation come to? it's not a dance class or anything  its for fun but i dont agree with it. Stupid dance and song that has become very popular this year. They don't teach children to do the ChaCha slide  humpty dance  running man  robocop  cabbage patch  and all that cool stuff from back in the day? (I'm 43 by the way)....this is just sad. I've also heard their teaching them th""ld I report this to the school board? 4th grader daughter is being taught this in school?  Should I report this to the board? Daughter being taught that "whip/naenae" crap in school by teachers? shes only in 4th grade. Theyre making her watch the video choreography at home and practice if. its a song trend made by teenagers....what has this generation come to? it's not a dance class or anything  its for fun but i dont agree with it. Stupid dance and song that has become very popular this year. They don't teach children to do the ChaCha slide  humpty dance  running ""d I report this to the school board? 4th grader daughter is being taught this in school?  Should I report this to the board? Daughter being taught that "whip/naenae" crap in school by teachers? shes only in 4th grade. Theyre making her watch the video choreography at home and practice if. its a song trend made by teenagers....what has this generation come to? it's not a dance class or anything  its for fun but i d"" I report this to the school board? 4th grader daughter is being taught this in school?  Should I report this to the board? Daughter being taught that "whip/naenae" crap in school by teachers? shes only in 4th grade. Theyre making her watch the video choreography ""I report this to the school board? 4th grader daughter is being taught this in school?  Should I report this to ",Opiniones
20151023064231AACRWu7,Why do atheists keep screaming persecution if we refuse to vote for atheists?  We don't vote atheists because of their inhumane policies. Legalizing incestuous marriage? Forcing Catholic hospitals to perform abortions? Trying to strip tax exempt status from Churches because they won't perform gay weddings?,Opiniones
20151023193119AADOt20,What's the perfect omelette?  I love making omelettes for my family. I make 'em any which way. I  personally love cheese and mushroom with roasted long hots. I like them fluffy so I make them with a touch of whole milk or sour cream. I LOVE omelettes?,Opiniones
20151024043302AAocKwf,NHS is broke. Obesity costs the NHS Œ£10b per year  is cameron incompetent or more concerned about donations to party coffers?  ,Opiniones
20151024090630AAsl9Pj,Who is the best player to ever play in the NFL?  ,Opiniones
20151024151612AAHz3ur,Do you think this would be a good gift plan?  My best friend is getting married next year July. I was thinking of giving him and his family a gift for each. One for his mom  one for his sister and one for him and his fiancee. It's a rare cookware. Do you think it's a good idea? Total comes 160 dollars and I am thinking of something else for his father.,Opiniones
20151025120951AAI9SqL,What's a good show on Netflix?  Bored  midterms are done  need to do something with my life sshow,Opiniones
20151025121420AAETFW6,Is Kim Davis the last Christian to be persecuted for not bowing to the evil immoral agenda of the atheists and gays?  Atheists and gays are our masters now. We must all bow to them.,Opiniones
20151025131227AAosqS2,What to do when a girl doesn't realize she's being asked out??  I tried to ask out the girl that i like today. We both go to the same college and (I think) we've been hitting it off well the past few weeks. The problem is that i always feel like she is getting the idea that i just want to be friends (since i haven't made any moves). So she's been telling me how much she wants to go to a festival that's going on in the city and i took that opportunity to ask her out. She said that she really wanted to go on a certain day and i said that i can get tickets and that we could go together. That's when things went wrong. She took that and turned it around on me  saying that i shouldn't go around offering stuff like that to people  and if i do I'll be used and thrown away. This really took me aback  so i just tried to just recover ground. i cant remember what i said  but i ended up walking her to her dorm and leaving. In the end she didn't seem to realize that i asked her out and i really don't know where i went wrong. I'm a nice guy by nature and I didn't want to be aggressive about it so that may have been the issue but i don't want to come off as pushy. I just would like to know if there's a better way to ask her out.,Opiniones
20151025141251AAN5LEV,Ramadan  do you believe Russia is helping to wipe out isis?  ,Opiniones
20151025161436AAG1XBJ,Fun 1 player games that aren't video game?  I would like to know if you guys have any fun 1 player games? Thanks!,Opiniones
20151025172737AAcb1SQ,Whats the difference between princess diana and kate?why isnt kate famous like Diana?What was special about diana that everybody loved her?  ,Opiniones
20151025181124AAWsLQy,My work calls me all the time!?  I've been working at this grocery store for about a month. I go to my shifts and everything  but when I'm at work then ask me all the time if I can stay later  they are always asking if I can make some of my shifts longer  and on my days off they almost always call! I had the weekend off  they called on Saturday asking if I wanted to come in I said no  They called again that same day asking if I could work longer on Monday  I said okay  and then my boss asked if I could go in for 4 hours on Sunday I said yes. I worked 9am to 1 pm  while I was almost done my shift  someone came over and asked if I could work till five! I said no  I was already in on my day off  and they just push it. The last time I had a four hour shift  they asked if I could stay longer and I said sure  and I didn't even get a lunch break like your suppose to get if you work 8 hours! I got to 15 minutes! I can't even enjoy my days off because I'm scared they are going to call me! I mean they asked if I could work 4 times in 2 days! I get that I'm new and need to bend sometimes  but they ask constantly! Even my mom thinks its crazy how much they ask! Don't you guys think this is really over the top?,Opiniones
20151025185118AACnLuA,"My wife's parents are upset because we got married so young?  My wife (girlfriend at the time) was 16 when I proposed to her I was 18. She accepted but we had to wait until she was 18. Her parents hated it and they were sure we wouldn't even last that long anyway so I guess they didn't mind entertaining the idea but when it came close to the time they tried to break us up and stopped letting me see her but the day she turned 18 she moved in with me. She basically told her parents she was choosing her own life and if they wanted to be in they could but not if they were going to criticize her. We got married she's 25 now and we're still just as happy together as we've always been. We've been trying to have a baby a little over a year now and we were told our chances were very slim but we recently found out she's pregnant. Everyone is happy for us my family our friends and all of her family except her parents. They still think we're going to split up just because we got married so young but they don't think about  if we had dated that whole time and gotten married a year ago when it was more "acceptable" it wouldn't be any different. It's not like we aren't happy together. My wife is so upset by it she talks about wanting them to be happy with us and when she's moody she has nights where she actually cries about it and I get it a lot of big events in her life her parents haven't supported (even having this baby) and it kills me seeing her so upset when this is supposed to be happy. What do we do?""y wife's parents are upset because we got married so young?  My wife (girlfriend at the time) was 16 when I proposed to her I was 18. She accepted but we had to wait until she was 18. Her parents hated it and they were sure we wouldn't even last that long anyway so I guess they didn't mind entertaining the idea but when it came close to the time they tried to break us up and stopped letting me see her but th",Opiniones
20151025192813AA6hPK3,If you have to start an NBA franchise today  who would be you franchise player among these 4 centers? Russell  Chamberlian  Shaq  Kareem.?  ,Opiniones
20151025194220AAoNwHt,I'm 21  but I can't afford an engagement ring  I have $250 and I was thinking about getting my girlfriend a promise ring  dumb idea?  ,Opiniones
20151025201028AADEHxj,Dreaming about a friend romantically.?  What does it mean when you dream about a friend - who you have no interest in - in a romantic setting with yourself for more than two days straight?,Opiniones
20151026031542AAsz2S9,Would you please cc this poem about a tree?  High on a hill  where the wind whistles low  and whispers sweet secrets to flowers below; Where neon green grasses ripple like waves  bowing and swaying at the foot of dark caves. A tremendous tree grows here and towers  over the land bespeckled with flowers; It branches reach for diamond white skies  watching the world with emerald eyes. Beneath this grand tree  writers in silence  write with a quiet  desperate  defiance; Onward they write  on sepia pages  For centuries now  throughout all the ages. They write of the songs  that yet are unsung  They write of the tales  for the old and the young; They write of their thoughts  in mystical verse  They write prose concisely  lucid and terse. Each writer sits quiet  then pauses to think  of words that dance blithely in invisible ink; Tho' quiet  each writer is never forlorn  because when you're writing  you can't be alone! You can be all you want  you get to choose  No one dare berate  insult and abuse! Each writer is smiling  laughing within  for each story that ends  one more must begin! It is here that you can be safe  strong and free  for this tree  gentle friend  is God's poetry...,Opiniones
20151026075934AAT6naD,"How can I help my parents deal with me being a witch?  So I'm Wiccan  and also a witch. I have been for longer than parents have known. I only recently "came of the broom closet" a few months ago. I was raised strictly Christian by my mom while my father raised me Christian but with leeway. He's always been a free thinker. He's been taking it somewhat well but my mom is distraught. What can I do to help them while not abandoning my own beliefs?""ow can I help my parents deal with me being a witch?  So I'm Wiccan  and also a witch. I have been for longer than parents have known. I only recently "came of the broom closet" a few months ago. I was raised strictly Christian by my mom while my father raised me Christian but with leeway. He's""w can I help my parents deal with me being a witch?  So I'm Wiccan  and also a witch. I have been for longer than parents have known. I only re",Opiniones
20151026135256AARqGat,ADVANTAGES and DISADVANTAGES of loaning horses?  ,Opiniones
20151026140242AA7UgU7,Driving Etiquette: you're driving around a full parking lot (or deck)  when the person in front of you stops after seeing someone getting?  in their car to get out. Would you honk at them for making you wait?,Opiniones
20151026140544AAwELjT,Is Lexus SC 430 a chick magnet car?  I was debate 02 M3 or SC 430. I know they are different car. M3 is much faster and is the car I like it more but I worrry about the repair. You think SC 430 can attract female more than M3 would?,Opiniones
20151026182734AAG0GNr,Found my friend and my dad having sex  and my friend is a boy. Do I tell mum or not.?  ,Opiniones
20151026193418AAGoh0T,If I had no friends in old age  how would it affect my level of wellbeing at that stage of life?  Most Senior Citizens seem not to care about friends. Does this suggest that I don't need to build friendships to prepare for a more fulfilling retirement life?,Opiniones
20151027033331AA7Qm3b,Tories are liars that's why the Lords voted them down why people deny this fact?  ,Opiniones
